cluster,location,FID,IID,PHE,CHR,CHR_NUM,SNP1,SNP2,POS1,POS2,KB,NSNP,DENSITY,PHOM,PHET
Merritt Island,Canaveral National Seashore,CNS215,CNS215,-9,CM083941.1,4,SNP_4737710,SNP_4738902,37304633,38492690,1188.058,203,5.853,0.97,0.005
Merritt Island,Canaveral National Seashore,CNS216,CNS216,-9,CM083938.1,1A,SNP_1631292,SNP_1632128,47462818,49264830,1802.013,175,10.297,0.966,0.023
Merritt Island,Canaveral National Seashore,CNS216,CNS216,-9,CM083939.1,2,SNP_2650829,SNP_2651797,96239439,97377360,1137.922,239,4.761,0.967,0.021
Merritt Island,Canaveral National Seashore,CNS216,CNS216,-9,CM083940.1,3,SNP_3756118,SNP_3756820,54291571,55351886,1060.316,155,6.841,0.974,0.013
Merritt Island,Canaveral National Seashore,CNS217,CNS217,-9,CM083938.1,1A,SNP_1631623,SNP_1632285,47552575,49320694,1768.12,103,17.166,0.951,0.01
Merritt Island,Canaveral National Seashore,CNS218,CNS218,-9,CM083940.1,3,SNP_3756127,SNP_3756820,54293811,55351886,1058.076,150,7.054,0.98,0.02
SL,South Lake,EF244,EF244,-9,CM083938.1,1A,SNP_1714732,SNP_1715399,58438872,59440519,1001.648,194,5.163,0.985,0.015
SL,South Lake,EF244,EF244,-9,CM083941.1,4,SNP_4737033,SNP_4738914,37226479,38495047,1268.569,551,2.302,0.98,0.013
SL,South Lake,EF245,EF245,-9,CM083937.1,1,SNP_1010698,SNP_1022556,103930694,106357791,2427.098,4932,0.492,0.995,0.003
SL,South Lake,EF245,EF245,-9,CM083937.1,1,SNP_1022665,SNP_1029216,106379326,107475475,1096.15,2574,0.426,0.993,0.004
SL,South Lake,EF245,EF245,-9,CM083941.1,4,SNP_4736385,SNP_4738902,37161991,38492690,1330.7,819,1.625,0.983,0.012
SL,South Lake,EF245,EF245,-9,CM083944.1,6,SNP_6077570,SNP_6088480,14917733,16247746,1330.014,4588,0.29,0.995,0.003
SL,South Lake,EF245,EF245,-9,CM083944.1,6,SNP_6088489,SNP_6095578,16248016,17249030,1001.015,3049,0.328,0.993,0.004
SL,South Lake,EF245,EF245,-9,CM083953.1,15,SNP_8363600,SNP_8365817,10282432,11812115,1529.684,774,1.976,0.986,0.013
SL,South Lake,EF247,EF247,-9,CM083955.1,18,SNP_8554924,SNP_8556797,3523216,4579509,1056.294,659,1.603,0.977,0.015
SL,South Lake,FOX62,FOX62,-9,CM083939.1,2,SNP_2383823,SNP_2386355,64259584,65263975,1004.392,699,1.437,0.991,0.009
SL,South Lake,FOX62,FOX62,-9,CM083939.1,2,SNP_2389574,SNP_2395595,68593517,69616820,1023.304,2315,0.442,0.997,0.003
SL,South Lake,FOX62,FOX62,-9,CM083941.1,4,SNP_4735680,SNP_4738914,37084186,38495047,1410.862,1115,1.265,0.997,0.003
SL,South Lake,FOX62,FOX62,-9,CM083942.1,4A,SNP_5219114,SNP_5222131,7700902,9405721,1704.82,922,1.849,0.99,0.01
SL,South Lake,FOX62,FOX62,-9,CM083942.1,4A,SNP_5222849,SNP_5227747,9588116,10784869,1196.754,1817,0.659,0.996,0.004
SL,South Lake,FOX62,FOX62,-9,CM083955.1,18,SNP_8555456,SNP_8559321,4015408,5108991,1093.584,1442,0.758,0.998,0.002
SL,South Lake,FOX63,FOX63,-9,CM083941.1,4,SNP_4736385,SNP_4739244,37161991,38762049,1600.059,878,1.822,0.989,0.011
SL,South Lake,FOX63,FOX63,-9,CM083945.1,7,SNP_6471691,SNP_6480411,18315023,19512902,1197.88,3680,0.326,0.995,0.005
SL,South Lake,FOX64,FOX64,-9,CM083939.1,2,SNP_2380027,SNP_2381289,62895416,63899623,1004.208,390,2.575,0.992,0.008
Merritt Island,Happy Creek,HCK128,HCK128,-9,CM083939.1,2,SNP_2650889,SNP_2651797,96254056,97377360,1123.305,216,5.2,0.954,0.023
Merritt Island,Happy Creek,HCK131,HCK131,-9,CM083937.1,1,SNP_1015691,SNP_1021298,104880928,106102798,1221.871,2397,0.51,0.992,0.007
Merritt Island,Happy Creek,HCK131,HCK131,-9,CM083938.1,1A,SNP_1630840,SNP_1632284,47365966,49320393,1954.428,369,5.297,0.984,0.014
Merritt Island,Happy Creek,HCK131,HCK131,-9,CM083938.1,1A,SNP_1714519,SNP_1715306,58394748,59426425,1031.678,243,4.246,0.988,0.012
Merritt Island,Happy Creek,HCK131,HCK131,-9,CM083940.1,3,SNP_4137100,SNP_4148711,95991929,97222362,1230.434,5122,0.24,0.996,0.003
Merritt Island,Happy Creek,HCK131,HCK131,-9,CM083953.1,15,SNP_8364994,SNP_8365823,10782850,11813831,1030.982,283,3.643,0.989,0.011
Merritt Island,Happy Creek,HCK132,HCK132,-9,CM083938.1,1A,SNP_1631401,SNP_1633572,47490226,49558907,2068.682,678,3.051,0.994,0.006
Merritt Island,Happy Creek,HCK132,HCK132,-9,CM083940.1,3,SNP_3756448,SNP_3757110,54339254,55535104,1195.851,116,10.309,0.983,0.017
Merritt Island,Happy Creek,HCK133,HCK133,-9,CM083938.1,1A,SNP_1623097,SNP_1632034,46377915,48991843,2613.929,3441,0.76,0.997,0.002
Merritt Island,Happy Creek,HCK133,HCK133,-9,CM083942.1,4A,SNP_5211350,SNP_5218322,6293668,7440754,1147.087,3065,0.374,0.993,0.007
Merritt Island,Happy Creek,HCK133,HCK133,-9,CM083942.1,4A,SNP_5222157,SNP_5227751,9407731,10785332,1377.602,2056,0.67,0.994,0.005
Merritt Island,Happy Creek,HCK133,HCK133,-9,CM083942.1,4A,SNP_5248664,SNP_5255387,13183790,14335479,1151.69,3019,0.381,0.997,0.002
Merritt Island,Happy Creek,HCK133,HCK133,-9,CM083943.1,5,SNP_5722940,SNP_5731930,45840774,47000738,1159.965,3833,0.303,0.995,0.004
Merritt Island,Happy Creek,HCK141,HCK141,-9,CM083937.1,1,SNP_702136,SNP_717756,71925714,73520927,1595.214,6902,0.231,0.996,0.003
Merritt Island,Happy Creek,HCK141,HCK141,-9,CM083937.1,1,SNP_807578,SNP_810119,83530504,84583962,1053.459,1130,0.932,0.995,0.004
Merritt Island,Happy Creek,HCK141,HCK141,-9,CM083939.1,2,SNP_2376559,SNP_2384582,62249945,64432770,2182.826,2954,0.739,0.996,0.003
Merritt Island,Happy Creek,HCK141,HCK141,-9,CM083939.1,2,SNP_2384595,SNP_2386724,64434625,65814554,1379.93,522,2.644,0.996,0.004
Merritt Island,Happy Creek,HCK141,HCK141,-9,CM083941.1,4,SNP_4509636,SNP_4516183,9182756,10327154,1144.399,2967,0.386,0.996,0.003
Merritt Island,Happy Creek,HCK141,HCK141,-9,CM083941.1,4,SNP_4519796,SNP_4523242,12796969,13936213,1139.245,1085,1.05,0.994,0.004
Merritt Island,Happy Creek,HCK141,HCK141,-9,CM083941.1,4,SNP_4523373,SNP_4525869,13952244,14983545,1031.302,890,1.159,0.994,0.004
Merritt Island,Happy Creek,HCK141,HCK141,-9,CM083943.1,5,SNP_5387746,SNP_5390698,7016957,8692241,1675.285,1011,1.657,0.991,0.008
Merritt Island,Happy Creek,HCK141,HCK141,-9,CM083943.1,5,SNP_5390807,SNP_5395514,8721796,10030722,1308.927,1798,0.728,0.989,0.01
Merritt Island,Happy Creek,HCK142,HCK142,-9,CM083938.1,1A,SNP_1626428,SNP_1634922,46753422,49726156,2972.735,3250,0.915,0.996,0.004
Merritt Island,Happy Creek,HCK142,HCK142,-9,CM083939.1,2,SNP_2194731,SNP_2207522,42475827,43924203,1448.377,5361,0.27,0.994,0.005
Merritt Island,Happy Creek,HCK221,HCK221,-9,CM083939.1,2,SNP_3116434,SNP_3124199,145781930,146791863,1009.934,3272,0.309,0.995,0.005
Merritt Island,Happy Creek,HCK221,HCK221,-9,CM083943.1,5,SNP_5614547,SNP_5623313,32586387,33602137,1015.751,3940,0.258,0.994,0.005
Merritt Island,Happy Creek,HCK221,HCK221,-9,CM083947.1,9,SNP_7073581,SNP_7080943,9538268,10593219,1054.952,2997,0.352,0.995,0.004
Merritt Island,Happy Creek,HCK221,HCK221,-9,CM083948.1,10,SNP_7354912,SNP_7366059,10247570,11653674,1406.105,4793,0.293,0.994,0.005
Merritt Island,Happy Creek,HCK221,HCK221,-9,CM083960.1,23,SNP_9117892,SNP_9120142,2639480,3710203,1070.724,807,1.327,0.993,0.006
Merritt Island,Happy Creek,HCK226,HCK226,-9,CM083938.1,1A,SNP_1630572,SNP_1632034,47302437,48991843,1689.407,393,4.299,0.99,0.008
Merritt Island,Happy Creek,HCK226,HCK226,-9,CM083940.1,3,SNP_3755750,SNP_3756952,54243174,55508437,1265.264,358,3.534,0.972,0.02
Merritt Island,Happy Creek,HCK226,HCK226,-9,CM083940.1,3,SNP_4210335,SNP_4222112,103892722,105423422,1530.701,5159,0.297,0.993,0.005
Merritt Island,Happy Creek,HCK226,HCK226,-9,CM083943.1,5,SNP_5389901,SNP_5393968,7741035,9745004,2003.97,1409,1.422,0.99,0.005
Merritt Island,Happy Creek,HCK438,HCK438,-9,CM083937.1,1,SNP_1016137,SNP_1021131,104972728,106071267,1098.54,2124,0.517,0.991,0.008
Merritt Island,Happy Creek,HCK438,HCK438,-9,CM083940.1,3,SNP_3755548,SNP_3757110,54220868,55535104,1314.237,517,2.542,0.979,0.014
Merritt Island,Happy Creek,HCK445,HCK445,-9,CM083937.1,1,SNP_995009,SNP_1005526,102129775,103212532,1082.758,4746,0.228,0.999,0.001
Merritt Island,Happy Creek,HCK445,HCK445,-9,CM083937.1,1,SNP_1006169,SNP_1026116,103283474,106968138,3684.665,8188,0.45,0.999,0
Merritt Island,Happy Creek,HCK445,HCK445,-9,CM083937.1,1,SNP_1026129,SNP_1035657,106969258,108208237,1238.98,4273,0.29,0.997,0.002
Merritt Island,Happy Creek,HCK445,HCK445,-9,CM083938.1,1A,SNP_1596696,SNP_1606505,43652917,44737403,1084.487,4331,0.25,0.999,0.001
Merritt Island,Happy Creek,HCK445,HCK445,-9,CM083940.1,3,SNP_4280436,SNP_4290702,112401208,113413093,1011.886,4528,0.223,0.997,0.002
Merritt Island,Happy Creek,HCK448,HCK448,-9,CM083937.1,1,SNP_314887,SNP_325485,30098395,31426240,1327.846,4559,0.291,0.996,0.004
Merritt Island,Happy Creek,HCK448,HCK448,-9,CM083938.1,1A,SNP_1631337,SNP_1632100,47475630,49259526,1783.897,140,12.742,0.993,0.007
Merritt Island,Happy Creek,HCK448,HCK448,-9,CM083939.1,2,SNP_2379621,SNP_2382977,62822846,64148908,1326.063,1262,1.051,0.997,0.003
Merritt Island,Happy Creek,HCK448,HCK448,-9,CM083943.1,5,SNP_5774277,SNP_5782516,51898692,52899687,1000.996,3774,0.265,0.996,0.003
Merritt Island,Happy Creek,HCK448,HCK448,-9,CM083943.1,5,SNP_5782520,SNP_5793396,52899926,54031751,1131.826,4674,0.242,0.993,0.005
Merritt Island,Happy Creek,HCKW123,HCKW123,-9,CM083937.1,1,SNP_1014540,SNP_1021131,104657075,106071267,1414.193,2775,0.51,0.99,0.005
Merritt Island,Happy Creek,HCKW123,HCKW123,-9,CM083938.1,1A,SNP_1631712,SNP_1632411,47573616,49351184,1777.569,125,14.221,0.976,0.024
Merritt Island,Happy Creek,HCKW123,HCKW123,-9,CM083940.1,3,SNP_3394436,SNP_3400100,11201251,12828453,1627.203,2012,0.809,0.991,0.006
Merritt Island,Happy Creek,HCKW123,HCKW123,-9,CM083941.1,4,SNP_4736662,SNP_4739820,37187513,38813885,1626.373,1022,1.591,0.977,0.006
Merritt Island,Happy Creek,HCKW123,HCKW123,-9,CM083958.1,21,SNP_8968446,SNP_8969751,2868648,3921930,1053.283,322,3.271,0.981,0.012
Merritt Island,Happy Creek,HCKW442,HCKW442,-9,CM083939.1,2,SNP_2091890,SNP_2101603,16596632,17599293,1002.662,4251,0.236,0.997,0.002
Merritt Island,Happy Creek,HCKW442,HCKW442,-9,CM083943.1,5,SNP_5344734,SNP_5345681,24962,1400056,1375.095,354,3.884,0.992,0.008
Merritt Island,Happy Creek,HCKW442,HCKW442,-9,CM083943.1,5,SNP_5720978,SNP_5729573,45574913,46719855,1144.943,3709,0.309,0.996,0.003
Merritt Island,Happy Creek,HCKW442,HCKW442,-9,CM083948.1,10,SNP_7399295,SNP_7406700,15223158,16749095,1525.938,2906,0.525,0.998,0.002
Merritt Island,Happy Creek,HCKW442,HCKW442,-9,CM083948.1,10,SNP_7406725,SNP_7411940,16754527,18908099,2153.573,1612,1.336,0.998,0.001
Merritt Island,Happy Creek,HCKW98,HCKW98,-9,CM083937.1,1,SNP_1014161,SNP_1022556,104567749,106357791,1790.043,3494,0.512,0.995,0.005
Merritt Island,Happy Creek,HCKW98,HCKW98,-9,CM083939.1,2,SNP_2650808,SNP_2653244,96235792,97530736,1294.945,862,1.502,0.995,0.003
Merritt Island,Happy Creek,HCKW98,HCKW98,-9,CM083939.1,2,SNP_3132652,SNP_3141545,147731899,148813021,1081.123,3875,0.279,0.995,0.003
Merritt Island,Happy Creek,HCKW98,HCKW98,-9,CM083943.1,5,SNP_5386718,SNP_5389929,6724541,7747701,1023.161,1164,0.879,0.988,0.009
Merritt Island,Happy Creek,HCKW98,HCKW98,-9,CM083943.1,5,SNP_5391672,SNP_5396115,9041136,10144787,1103.652,1774,0.622,0.99,0.008
Merritt Island,Happy Creek,HCKW98,HCKW98,-9,CM083943.1,5,SNP_5800193,SNP_5811371,54859634,56001874,1142.241,4854,0.235,0.992,0.006
SBC,Malabar,MALB379,MALB379,-9,CM083938.1,1A,SNP_1631599,SNP_1632379,47547733,49345851,1798.119,150,11.987,0.94,0.027
SBC,Malabar,MALB379,MALB379,-9,CM083941.1,4,SNP_4737033,SNP_4739695,37226479,38801979,1575.501,823,1.914,0.974,0.012
SBC,Malabar,MALB382,MALB382,-9,CM083938.1,1A,SNP_1631292,SNP_1632034,47462818,48991843,1529.026,159,9.617,0.987,0.013
SBC,Malabar,MALB382,MALB382,-9,CM083953.1,15,SNP_8365179,SNP_8366274,10870406,12000024,1129.619,373,3.028,0.984,0.011
SBC,Malabar,MALB398,MALB398,-9,CM083939.1,2,SNP_2380122,SNP_2382514,62993051,64091633,1098.583,914,1.202,0.995,0.004
SBC,Malabar,MALB398,MALB398,-9,CM083939.1,2,SNP_2936177,SNP_2951454,126576356,128037512,1461.157,6849,0.213,0.995,0.003
SBC,Malabar,MALB398,MALB398,-9,CM083939.1,2,SNP_2966214,SNP_2975734,129525415,130562459,1037.045,4026,0.258,0.996,0.002
SBC,Malabar,MALB398,MALB398,-9,CM083940.1,3,SNP_3692098,SNP_3702975,47487256,48550827,1063.572,4789,0.222,0.995,0.004
SBC,Malabar,MALB398,MALB398,-9,CM083940.1,3,SNP_3736245,SNP_3747199,52054327,53243414,1189.088,4810,0.247,0.993,0.006
SBC,Malabar,MALB398,MALB398,-9,CM083940.1,3,SNP_3757964,SNP_3766985,55659274,56660639,1001.366,4000,0.25,0.995,0.005
SBC,Malabar,MALB398,MALB398,-9,CM083941.1,4,SNP_4514172,SNP_4518701,9862530,11109272,1246.743,1641,0.76,0.996,0.004
SBC,Malabar,MALB398,MALB398,-9,CM083941.1,4,SNP_4524580,SNP_4527097,14174872,15210699,1035.828,852,1.216,0.995,0.005
SBC,Malabar,MALB452,MALB452,-9,CM083939.1,2,SNP_2649001,SNP_2651463,95996328,97329194,1332.867,891,1.496,0.981,0.007
SBC,Malabar,MALB497,MALB497,-9,CM083938.1,1A,SNP_1408702,SNP_1419303,22636016,23814345,1178.33,4633,0.254,0.995,0.005
SBC,Malabar,MALB497,MALB497,-9,CM083943.1,5,SNP_5725066,SNP_5734258,46158424,47315197,1156.774,4001,0.289,0.996,0.003
SBC,Malabar,MALB497,MALB497,-9,CM083952.1,14,SNP_8146222,SNP_8161515,7042145,8618881,1576.737,6586,0.239,0.995,0.004
SBC,Malabar,MALB498,MALB498,-9,CM083939.1,2,SNP_2650679,SNP_2651375,96209051,97324127,1115.077,155,7.194,0.968,0.019
SBC,Malabar,MALB498,MALB498,-9,CM083946.1,8,SNP_6729393,SNP_6730557,5853549,7164572,1311.024,298,4.399,0.99,0.01
SBC,Malabar,MALB498,MALB498,-9,CM083948.1,10,SNP_7406726,SNP_7408892,16754702,18039189,1284.488,509,2.524,0.971,0.022
SBC,Malabar,MALB499,MALB499,-9,CM083937.1,1,SNP_1015834,SNP_1021132,104910713,106071367,1160.655,2251,0.516,0.987,0.004
SBC,Malabar,MALB499,MALB499,-9,CM083946.1,8,SNP_6728719,SNP_6729541,5441001,6623058,1182.058,232,5.095,0.978,0.017
SBC,Malabar,MALB500,MALB500,-9,CM083941.1,4,SNP_4737322,SNP_4739030,37255791,38510922,1255.132,412,3.046,0.944,0.015
SBC,Malabar,MALB82,MALB82,-9,CM083940.1,3,SNP_3756316,SNP_3757374,54321398,55585829,1264.432,256,4.939,0.961,0.012
SBC,Malabar,MALB82,MALB82,-9,CM083941.1,4,SNP_4737323,SNP_4739283,37255913,38765160,1509.248,489,3.086,0.967,0.006
SBC,Malabar,MALB83,MALB83,-9,CM083937.1,1,SNP_1015691,SNP_1021304,104880928,106103614,1222.687,2399,0.51,0.985,0.007
SBC,Malabar,MALB83,MALB83,-9,CM083942.1,4A,SNP_5219382,SNP_5220674,7785023,8954571,1169.549,405,2.888,0.985,0.007
SBC,Micco,MICO237,MICO237,-9,CM083940.1,3,SNP_3756450,SNP_3757167,54339293,55545654,1206.362,137,8.806,0.905,0.015
SBC,Micco,MICO239,MICO239,-9,CM083938.1,1A,SNP_1320353,SNP_1331142,13361133,14467495,1106.363,4813,0.23,0.996,0.003
SBC,Micco,MICO239,MICO239,-9,CM083939.1,2,SNP_2549767,SNP_2565259,86433328,87750805,1317.478,7112,0.185,0.996,0.004
SBC,Micco,MICO239,MICO239,-9,CM083940.1,3,SNP_3384266,SNP_3393024,7401191,8844850,1443.66,3554,0.406,0.999,0.001
SBC,Micco,MICO239,MICO239,-9,CM083940.1,3,SNP_3394436,SNP_3408163,11201251,13827499,2626.249,5559,0.472,0.997,0.001
SBC,Micco,MICO239,MICO239,-9,CM083942.1,4A,SNP_5219878,SNP_5220674,7929606,8954571,1024.966,288,3.559,0.983,0.014
SBC,Micco,MICO239,MICO239,-9,CM083947.1,9,SNP_7188665,SNP_7201732,22112747,23223461,1110.715,6006,0.185,0.996,0.003
SBC,Micco,MICO239,MICO239,-9,CM083951.1,13,SNP_7984611,SNP_7993268,9525764,10908519,1382.756,3754,0.368,0.997,0.003
SBC,Micco,MICO239,MICO239,-9,CM083951.1,13,SNP_7996079,SNP_8001277,11847726,13125102,1277.377,1703,0.75,0.996,0.004
SBC,Micco,MICO240,MICO240,-9,CM083942.1,4A,SNP_5219802,SNP_5220674,7907181,8954571,1047.391,311,3.368,0.974,0.019
SBC,Micco,MICO240,MICO240,-9,CM083943.1,5,SNP_5388409,SNP_5390665,7256602,8684317,1427.716,780,1.83,0.974,0.018
SBC,Micco,MICO240,MICO240,-9,CM083943.1,5,SNP_5390763,SNP_5394798,8710391,9923894,1213.504,1481,0.819,0.983,0.01
SBC,Micco,MICO240,MICO240,-9,CM083946.1,8,SNP_6727575,SNP_6729554,5076731,6627524,1550.794,675,2.297,0.987,0.009
SBC,Micco,MICO241,MICO241,-9,CM083938.1,1A,SNP_1630466,SNP_1631946,47280258,48432457,1152.2,425,2.711,0.988,0.009
SBC,Micco,MICO241,MICO241,-9,CM083939.1,2,SNP_2650793,SNP_2651615,96232583,97353501,1120.919,187,5.994,0.984,0.016
SBC,Micco,MICO241,MICO241,-9,CM083940.1,3,SNP_3420972,SNP_3421518,15115207,16370668,1255.462,133,9.44,0.985,0.015
SBC,Micco,MICO241,MICO241,-9,CM083941.1,4,SNP_4514034,SNP_4519450,9840182,11495919,1655.738,1985,0.834,0.989,0.009
SBC,Micco,MICO241,MICO241,-9,CM083941.1,4,SNP_4522077,SNP_4527777,13646773,15296863,1650.091,2178,0.758,0.989,0.008
SL,South Lake,NORT384,NORT384,-9,CM083937.1,1,SNP_602511,SNP_612969,61352672,62390460,1037.789,4724,0.22,0.997,0.003
SL,South Lake,NORT384,NORT384,-9,CM083937.1,1,SNP_612982,SNP_629640,62391260,64234815,1843.556,7364,0.25,0.997,0.003
SL,South Lake,NORT384,NORT384,-9,CM083940.1,3,SNP_3420460,SNP_3421468,15064966,16364681,1299.716,373,3.484,0.987,0.008
SL,South Lake,NORT384,NORT384,-9,CM083940.1,3,SNP_4092299,SNP_4103152,91178186,92344906,1166.721,4972,0.235,0.996,0.004
SL,South Lake,NORT384,NORT384,-9,CM083941.1,4,SNP_4511358,SNP_4517402,9427198,10716306,1289.109,2593,0.497,0.997,0.003
SL,South Lake,NORT384,NORT384,-9,CM083941.1,4,SNP_4519474,SNP_4527031,12686596,15204564,2517.969,2552,0.987,0.997,0.002
SL,South Lake,NORT384,NORT384,-9,CM083941.1,4,SNP_4594701,SNP_4609124,21677271,22824487,1147.217,6709,0.171,0.997,0.002
SL,South Lake,NORT384,NORT384,-9,CM083941.1,4,SNP_4737710,SNP_4738422,37304633,38304821,1000.189,183,5.466,1,0
SL,South Lake,NORT384,NORT384,-9,CM083941.1,4,SNP_4804406,SNP_4822089,45096573,47194966,2098.394,7597,0.276,0.999,0.001
SL,South Lake,NORT384,NORT384,-9,CM083941.1,4,SNP_4822119,SNP_4846358,47195801,49815032,2619.232,11041,0.237,0.998,0.001
SL,South Lake,NORT384,NORT384,-9,CM083944.1,6,SNP_6076531,SNP_6088494,14785887,16248105,1462.219,4974,0.294,0.999,0.001
SL,South Lake,NORT384,NORT384,-9,CM083946.1,8,SNP_6812237,SNP_6825656,16722005,18405900,1683.896,5877,0.287,0.999,0.001
SL,South Lake,NORT384,NORT384,-9,CM083946.1,8,SNP_6832307,SNP_6843830,19046627,20266597,1219.971,5025,0.243,0.997,0.002
SL,South Lake,NORT384,NORT384,-9,CM083949.1,11,SNP_7523194,SNP_7549499,8255259,11122915,2867.657,11865,0.242,0.998,0.002
SL,South Lake,NORT384,NORT384,-9,CM083949.1,11,SNP_7549509,SNP_7564719,11123358,12661625,1538.268,6676,0.23,0.999,0.001
SL,South Lake,NORT384,NORT384,-9,CM083949.1,11,SNP_7582554,SNP_7597084,14538061,15999823,1461.763,6638,0.22,0.997,0.002
SL,South Lake,NORT384,NORT384,-9,CM083951.1,13,SNP_7974386,SNP_7999036,8497337,12686560,4189.224,10087,0.415,0.997,0.003
SL,South Lake,NORT384,NORT384,-9,CM083951.1,13,SNP_8000953,SNP_8012020,13063812,14482056,1418.245,4621,0.307,0.998,0.001
SL,South Lake,NORT384,NORT384,-9,CM083952.1,14,SNP_8139056,SNP_8151006,6349507,7578772,1229.266,5376,0.229,0.997,0.002
SL,South Lake,NORT384,NORT384,-9,CM083957.1,20,SNP_8933443,SNP_8938727,15158243,16197027,1038.785,2142,0.485,0.995,0.004
Ocala,Ocala,OC11,OC11,-9,CM083940.1,3,SNP_3756341,SNP_3757085,54325941,55530432,1204.492,134,8.989,0.97,0.022
Ocala,Ocala,OC14,OC14,-9,CM083940.1,3,SNP_3755976,SNP_3756961,54270630,55510925,1240.296,256,4.845,0.984,0.004
Ocala,Ocala,OC14,OC14,-9,CM083946.1,8,SNP_6728173,SNP_6730642,5207950,7195250,1987.301,710,2.799,0.986,0.01
Ocala,Ocala,OC20,OC20,-9,CM083940.1,3,SNP_3756341,SNP_3757085,54325941,55530432,1204.492,134,8.989,0.97,0.015
Ocala,Ocala,OC22,OC22,-9,CM083938.1,1A,SNP_1630773,SNP_1633107,47353264,49491914,2138.651,725,2.95,0.985,0.01
Ocala,Ocala,OC28,OC28,-9,CM083938.1,1A,SNP_1630415,SNP_1632477,47270535,49376141,2105.607,590,3.569,0.986,0.012
Ocala,Ocala,OC28,OC28,-9,CM083940.1,3,SNP_3395630,SNP_3400751,11698342,12927805,1229.464,1987,0.619,0.994,0.005
Ocala,Ocala,OC28,OC28,-9,CM083940.1,3,SNP_3756062,SNP_3757014,54281586,55522687,1241.102,239,5.193,0.987,0.013
Ocala,Ocala,OC32,OC32,-9,CM083937.1,1,SNP_346375,SNP_358977,33981922,35429815,1447.894,5700,0.254,0.997,0.002
Ocala,Ocala,OC32,OC32,-9,CM083937.1,1,SNP_358991,SNP_369268,35430679,36513749,1083.071,4533,0.239,0.997,0.003
Ocala,Ocala,OC32,OC32,-9,CM083937.1,1,SNP_806725,SNP_814988,83374114,85077789,1703.676,3696,0.461,0.995,0.003
Ocala,Ocala,OC32,OC32,-9,CM083957.1,20,SNP_8931733,SNP_8938974,14953385,16246634,1293.25,2934,0.441,0.996,0.003
Ocala,Ocala,OC32,OC32,-9,CM083960.1,23,SNP_9115971,SNP_9120191,2374238,3727753,1353.516,1673,0.809,0.992,0.007
Ocala,Ocala,OC32,OC32,-9,CM083960.1,23,SNP_9120201,SNP_9130974,3730932,4961089,1230.158,4842,0.254,0.996,0.003
Ocala,Ocala,OC33,OC33,-9,CM083938.1,1A,SNP_1629224,SNP_1632411,47091077,49351184,2260.108,1014,2.229,0.975,0.011
Ocala,Ocala,OC33,OC33,-9,CM083940.1,3,SNP_3755976,SNP_3757451,54270630,55595088,1324.459,464,2.854,0.978,0.011
Ocala,Ocala,OC33,OC33,-9,CM083941.1,4,SNP_4737626,SNP_4739182,37296471,38757453,1460.983,276,5.293,0.96,0.004
Ocala,Ocala,OC35,OC35,-9,CM083938.1,1A,SNP_1714662,SNP_1715268,58417538,59421096,1003.559,160,6.272,0.981,0.019
Ocala,Ocala,OC35,OC35,-9,CM083940.1,3,SNP_3420536,SNP_3422966,15072098,16585299,1513.202,1015,1.491,0.988,0.012
Ocala,Ocala,OC35,OC35,-9,CM083948.1,10,SNP_7407025,SNP_7409582,16852021,18325445,1473.425,703,2.096,0.986,0.014
Ocala,Ocala,OC35,OC35,-9,CM083958.1,21,SNP_8964106,SNP_8970214,2166394,4050131,1883.738,2287,0.824,0.991,0.008
Ocala,Ocala,OC36,OC36,-9,CM083938.1,1A,SNP_1631666,SNP_1632446,47563125,49365656,1802.532,142,12.694,0.958,0.014
Ocala,Ocala,OC37,OC37,-9,CM083940.1,3,SNP_3420895,SNP_3421364,15103334,16323529,1220.196,108,11.298,0.991,0.009
Ocala,Ocala,OC37,OC37,-9,CM083941.1,4,SNP_4737650,SNP_4739071,37299352,38622746,1323.395,248,5.336,0.988,0.008
Ocala,Ocala,OC37,OC37,-9,CM083943.1,5,SNP_5389901,SNP_5395012,7741035,9961868,2220.834,1868,1.189,0.992,0.005
Ocala,Ocala,OC37,OC37,-9,CM083946.1,8,SNP_6728888,SNP_6730089,5541640,6926430,1384.791,335,4.134,0.979,0.012
Ocala,Ocala,OC38,OC38,-9,CM083938.1,1A,SNP_1631801,SNP_1632674,47908200,49424128,1515.929,235,6.451,0.987,0.013
Ocala,Ocala,OC38,OC38,-9,CM083943.1,5,SNP_5389911,SNP_5390937,7743470,8766463,1022.994,348,2.94,0.98,0.014
Ocala,Ocala,OC39,OC39,-9,CM083939.1,2,SNP_2650793,SNP_2651441,96232583,97327470,1094.888,131,8.358,0.954,0.015
Ocala,Ocala,OC42,OC42,-9,CM083948.1,10,SNP_7407011,SNP_7409593,16847572,18330127,1482.556,710,2.088,0.989,0.011
Ocala,Ocala,OC43,OC43,-9,CM083941.1,4,SNP_4522601,SNP_4525924,13789016,15007261,1218.246,1205,1.011,0.994,0.004
Ocala,Ocala,OC44,OC44,-9,CM083941.1,4,SNP_4519797,SNP_4529720,12797086,15501110,2704.025,3740,0.723,0.998,0.002
Ocala,Ocala,OC44,OC44,-9,CM083953.1,15,SNP_8364784,SNP_8365625,10706146,11750439,1044.294,282,3.703,0.986,0.014
